App,Store,App ID,Review ID,Country,Version,Rating,Date,Author,Subject,body,Translated Subject,Translated Body
Google Cast,Google Play,com.google.android.apps.chromecast.app,Z3A6QU9xcFRPRmtUQVlWWEhUQUZyWkFLbGV6ZW1fenV3OGt0amFLTnYwdWxWekRvcnlEaThHWW9JMlg4eEtETUdvT1h3TmxWVUVRb2hsTVY1S0djdXRIcFE,English,,4,2016-07-09,Natalie Alfaro,Great,easy and efficient,,
Google Cast,Google Play,com.google.android.apps.chromecast.app,Z3A6QU9xcFRPRm1ybFgzbmxrbWVmUG5kVngza0NNNkxMUWRrNGhmel81WnJ0bHpUWmhVV2dOdFRNLW9SQWhfbUhmdTAwa0RROWdJREkwNU9GWnp6SFB3Ync,English,,2,2016-07-09,Martin Emerson,Not working,cannot find the chromecast from my z3 compact but can screen cast used the build in .,,
Google Cast,Google Play,com.google.android.apps.chromecast.app,Z3A6QU9xcFRPRUJMNzlXTWlXWHJfb2ZzODRIc0Roc1VzZXdTNnhpVEhJTUVjTUgwQmdJWTIwOUZKQXhaVVl0ZVNlTmFubkFnd0hPdHQwckJVd3RwTFlyR3c,English,,5,2016-07-09,Dom Quixote,,love it but it heat up my device,,
Google Cast,Google Play,com.google.android.apps.chromecast.app,Z3A6QU9xcFRPSFozSzZIVVk2Z2Itb0RnY2hhcFpXcmxJckRLM3lVR1l4Q2trdGtKa0hTNlppRERLNW1EbkdTV0pZZmUxbzlKLTJ3RTR4YTkxcDcwUHRfNVE,English,,5,2016-07-09,Andy Lau,Wow,its tight as fu% \u0026amp; + +\u0026amp; !,,
Google Cast,Google Play,com.google.android.apps.chromecast.app,Z3A6QU9xcFRPSF9ndUJmWEM3VlRtejVxYU5xSlNUcjFlYU5sWDRxZEFnNXVEUVA4OU9Ta1kwOVRPOTYxR2U1d0RENnN2NnlpZVB3VGN2NnpIaS1ESkcwTkE,English,,2,2016-07-09,ieuan ekins,Absolutely shocking,everytime i go to use my chromecast both my tablet and the chromecast freeze this have be hen for the past 2 month now can you please sort this out. it really be begjnn to mw annoy at the fact that i cant even use something ive paid for.,,
Google Cast,Google Play,com.google.android.apps.chromecast.app,Z3A6QU9xcFRPSGFMV1NrU25NZDVrM0VnUEIxSlBIdXFLNjN6Y1JCaDNsRXdJV3ZBOXczeFh2TXhONVIzMVhIdmRsTlJPMU1PazVZVTNqcFc1MVFtTF9FTkE,English,,4,2016-07-09,Lloydb _nme,A good app still needs work,i love chromecast everything almost perfectly but there be something that need work. s like the wwe network can t be cast to your tv without cast your entire screen which destroy battery. and it would be cool if we can play music that we have in our library and not just the one we bring,,
Google Cast,Google Play,com.google.android.apps.chromecast.app,Z3A6QU9xcFRPRW9YQ3NFaGFaSl9OOHJqU2hDcUlMa0ZRbFgtNEdWci1UMHozbWF5Tlc1S004aWhlRDJGb3A5dFMxNEVFVnVYSEZmeGN4T0p4Z2ltbG1iN0E,English,,5,2016-07-09,A Hartford Strong,,crazy!,,
Google Cast,Google Play,com.google.android.apps.chromecast.app,Z3A6QU9xcFRPSHRrbGpyODNJX3BidkxudlJXbXdtNjFSSDdrODlSYUJIbzQ5cExaVXhqUWc2OE9vVWE1SXoyQUNEUUtiVmFlOVZiQ3oxMFlxZnpuUEVMX3c,English,,5,2016-07-08,My Son,Excellent,i have have no problems. i love it,,
Google Cast,Google Play,com.google.android.apps.chromecast.app,Z3A6QU9xcFRPRmVkYXcwYkhIc1lDdUhQZTVfR1phLXJ2YUFUUkdCZEdjSEdONEhqcTF3Vk9pZnJiMXlDOHl1ZVQzZHpHT21xN2xoQmVGelZZVGxPWXVqc3c,English,,3,2016-07-08,Sherrie Philips,Not so reliable,continuously reset,,
Google Cast,Google Play,com.google.android.apps.chromecast.app,Z3A6QU9xcFRPRlFEMjhkQ3pmb2xhMHpMcnJjdWlIeTROMW9sNklQYUhOQVRidnptaVFpcHpzVzJkcktEY3Joak1XTEkyMUZMaFZIbHAtT19EWktoRW9GQ0E,English,,4,2016-07-08,viamaris figueroa,Very good,only thing i hate be that if you dont have wifi its pointless. but over all with wifi it work perfectly.,,
Google Cast,Google Play,com.google.android.apps.chromecast.app,Z3A6QU9xcFRPSGsyYTd2eUlYd1RjREJDMjFBSmd0YWtXcUVsVWRnWU96RzNfeEdfX1dBcEhpY2JnWEthaWRpWFdsTnlCZUJBcUtOT21rMDY4cEduTGFHQXc,English,,3,2016-07-08,William Lau,,cc version 11.67 suck always frequent disconnected and can t reconnect when used latest youtube 11.25.55. before be 5 star,,
Google Cast,Google Play,com.google.android.apps.chromecast.app,Z3A6QU9xcFRPRTZ0VHhXR2JQeFlpY1hZblVvZG9XUGhKNlR3amRMbUMzeEdkNmdqOU1oTXVybEZHUHd0LXNLUUE2aHo3eG9Pd05ZTjJIeFo5dnNiYWk5Ync,English,,5,2016-07-08,Big Money,,absolutely amazing,,
Google Cast,Google Play,com.google.android.apps.chromecast.app,Z3A6QU9xcFRPRTZZR2RhVHFhYUhfaDQ4NVROdUFJZHFuNjBfM0czdjQwY1pkNHZkRWlGZm5Ub0JwUlJST0FZb2Y2SGU1aS1GSUNOQ0h2SjhtN3R4LVE4Q3c,English,,2,2016-07-08,Tarl Lambson,Was really good,reliability seem to be get worse instead of better,,
Google Cast,Google Play,com.google.android.apps.chromecast.app,Z3A6QU9xcFRPSDBpd1BxUTNGRlFqeTVtYnczcTJJSGVPd293a3VEdFl4RC1lYjhUbWl1QWRfZHVUbmE4eHBsX3hiYy1qSnc0MkNZRTB2Rll5WXhjdHBkMmc,English,,1,2016-07-08,Theresa White,Please fix,since last update no longer works. have send an email explain issue please help would love to give you a 5 star rating as normally really love this .,,
Google Cast,Google Play,com.google.android.apps.chromecast.app,Z3A6QU9xcFRPR2tSRDRSU3ZYekxfc1BsZ3VtUjdfSjJrb0V5SElXeS1ibURCelBkaXl3c0dxU25LeDk5MjFXaUhreXpMLS1WQXIzZm5LQlU1U3A4TjRrUWc,English,,5,2016-07-08,Arlene Esquivel,Google cast is back working,finally google cast be work it s about time!,,
Google Cast,Google Play,com.google.android.apps.chromecast.app,Z3A6QU9xcFRPRnJjSG1qRW1mRFpUWGI4YUZSWFBQM2pfS1ZfcGExSjhFNldIMHdESDU5eTdGUWpfODRMczV3Mm5jYnFqYUk1WDVhMEQ1b1ZYanZ6NHlmM2c,English,,4,2016-07-08,Binks Mike,Audio,bug cause audio to reset to max and require blare audio for 10 second before allow audio to be bring back to clean level and default volume level be miss from setting in latest release. other than that it doesnt have issue do what its supposed to default to hd witheverything when available . just wish amazon would get with the times.,,
Google Cast,Google Play,com.google.android.apps.chromecast.app,Z3A6QU9xcFRPRmt1cGhPQzN6THdlOVFhUXBURjJ2cGRHaElIMkJYTlpxTEpZbnd3QVFWcUZFYkVheElvMXZvampDTGZhVFpzVTcwbHQtcU1CMFpVckdXNEE,English,,5,2016-07-08,Nonglak Kjernlie Ngamrat,Loving it.,i m stay in thailand and it s nice to see some norwegian tv with chrome cast.,,
Google Cast,Google Play,com.google.android.apps.chromecast.app,Z3A6QU9xcFRPRjJRbVNRUDZ1MzAxZm85d3RtQzdRNlhDLUFuNnF6RUhBelRONFdqZGEzRHFvQy0wRWNDNE04Qm5tbmZ4eXlERE03Q3BYMExQRjRpV1l1RXc,English,,5,2016-07-08,Carlos Maravillo,Ok,k,,
Google Cast,Google Play,com.google.android.apps.chromecast.app,Z3A6QU9xcFRPR1g5Tll6dEZjOFk4clJaQVpjY2JhYzVzcTdUV05PeGxYeWdIYVFwbExoZDhZSkxval8zeTdCNURzYWRlYUpKVXR5UnBFcVRCY2ExUFhCN3c,English,,3,2016-07-08,Dexx Ha,Group not working,cant create group,,
Google Cast,Google Play,com.google.android.apps.chromecast.app,Z3A6QU9xcFRPRjVJQkZ5S1N1SElTQUxwaGtJWFE3MEI4Qk4xcDY0WjRNVXpTMFN1bldneENBRHJ5RkhIYjNYSkh3Z3NzWlJ4RTlILXlmNnpNVzNvanMxaVE,English,,4,2016-07-08,David McGinnis,,inconveniently frustrate,,
Google Cast,Google Play,com.google.android.apps.chromecast.app,Z3A6QU9xcFRPRjlYX0JzTWN5R2doemctN3FLTVB1b3ZqSXVoampSTDk1TjdLSmsyb01ZMFhFOVduelltTi1FRXY3VHdZM2FxQjVrUjdyRU0ySlRHU0haUUE,English,,5,2016-07-08,shriya sreekanth,Very good,it is very good and works awsome. very impressive 😊,,
Google Cast,Google Play,com.google.android.apps.chromecast.app,Z3A6QU9xcFRPR2pfcjNxX1pkNHZBNDZSVUQxZDVRTFdzS3VmckI2UGgxQU5mYlFTSlR5NFdVSVBwTVBfZDF6STZ3SkNTdFZaSGp2TjlCTmFEcG1EbVVIQXc,English,,5,2016-07-08,Lisa Silvasy,,work like a charm from all devices! love it!,,
Google Cast,Google Play,com.google.android.apps.chromecast.app,Z3A6QU9xcFRPRjd6Q2VGZk9vaWZ0UTNpTE11bmJlNGpya3ZIdS1vUXF4cUpydVBCZmpyU1pHNVp0dkV2SUUtYVBMcUVvQXRJSzFjQ0FiV2lnT01HTTc1WFE,English,,5,2016-07-08,MsBlase Hicks,Easy and useful,i use this daily to cast to my non smart tv. it actually work faster and better than the smart tv i have.,,
Google Cast,Google Play,com.google.android.apps.chromecast.app,Z3A6QU9xcFRPRXo2M0lLazlvbEJKdUdSMW1EamFtTW91MHhFckZmOFU4U1Q2RzFFcWU5VENwRVpCODZhMzVJNEEtOGNYT0o2VmFPNkNJbUl4NDU0UkxsVEE,English,,5,2016-07-08,Jose Carrasquillo,P.R.,movie,,
Google Cast,Google Play,com.google.android.apps.chromecast.app,Z3A6QU9xcFRPR244VWZicnM1WUJ2SEs3bkVzY2I4VVBlR1ZsUHBreXJXcVQtb191ZlFkajhyM3JPRDBIQ2p1bE1xeUxIM1RGNndCVHM4LUotU1QtUkdHNnc,English,,3,2016-07-08,Aaron Miller,Nice job Google.,totally digging my chromecast and this associate . simple functional and straight forward. nice job google. update; everytime i attempt to stream a movie via google play movie as well as un pause a movie i have to unplug my chromecast to reset it to remove captions. frustrate because caption be off in my settings. i m reconsider where i purchase steam digital movie provider at this point since there be so many. previously 5 star now 3.,,
Google Cast,Google Play,com.google.android.apps.chromecast.app,Z3A6QU9xcFRPR3NvOWIwM213Y1pTQUxpQ1F3QzZTc05PTS1KeFYyMV9sR01pZ0dGblMwckY2bkZDRGlIN1p6aFBuZHZDUk9JUnpMR0NHMDZDWEJoY29GV1E,English,,5,2016-07-08,Arlyn Joy Pineda,Very useful,keep it up!,,
Google Cast,Google Play,com.google.android.apps.chromecast.app,Z3A6QU9xcFRPRmhuM3hHWk5tS1lpcmRUeDFnTTVIQzNlb0FxaEU4bno3cGd6cDV5RDY0bEdfZEFSMWlfME9NUzFqQ2ZtU2FyN2hfajQwV3VKNmRjOGNlMXc,English,,4,2016-07-08,Cesar Castillo,Perfect,😆,,
Google Cast,Google Play,com.google.android.apps.chromecast.app,Z3A6QU9xcFRPRVJ3R2xUZ2dkcW1Ic3pOWnBWR05YSS1tWlAxLTVMUDZkTWJfdExqOEFZMUx4Y09ZcFJ3Nmd2R1hNR09KWmNUd2I3M2xlZVZBdHI3c19GM0E,English,,3,2016-07-08,Alex Finn,Streaming,i can t stream video from my google chrome browser to my chrome cast,,
Google Cast,Google Play,com.google.android.apps.chromecast.app,Z3A6QU9xcFRPRU1VZndEQVBmdnd1MzlXVGJNZkZJMVo2UjhySUlxc25CNTVFRkdXUjZLTHpZWmxuWENaNmJWbGlQNG5aMGFVZ1RhZktMb0NrNE1FWkY3ZEE,English,,5,2016-07-08,Shane Busiko,Perfect,couple with the cast dongle this have get to be easiest way to stream content to your tv. i now have three chromecast and they all just work. movie picture sideshow or music couple with plex and this it just works. no more dlna crap it s chromecast all the way,,
Google Cast,Google Play,com.google.android.apps.chromecast.app,Z3A6QU9xcFRPRXBrdW1iVXd5OHoyU1FCeWQ2SmxjaGo1RnVKT0JpMk5EdTk4Z3ZOd0hiSWtFc3ZZbk4zamtnem1NZ3BkTGlnNER5eXZlRF82Y09ZazlkUkE,English,,3,2016-07-07,Jonathan Jarrell,I like it but...,i like it but half of the time it fail to connect and it very frustrating and then i either have to unplug it or reset it in order for it to work.,,
Google Cast,Google Play,com.google.android.apps.chromecast.app,Z3A6QU9xcFRPR2dqUFR6V3QxYU5xZDNndmV1WU1tYlF1RTlMVEN3ZUxlNjlfX2ppdU0zTG8xSzFKeGt4Z1Z4aWdaTGNZQ096dFE3Y3k3VGFQc3k5OUtraXc,English,,3,2016-07-07,Karthik Kihtrak,No Hotspot support,it can be improve in cast with hotspot enabled.,,
Google Cast,Google Play,com.google.android.apps.chromecast.app,Z3A6QU9xcFRPRUxmNXR3TjZEOHJpZEZmU0t5R0I3d1BGNHJHbGZ5N09BaHJoWDJDaS1EZlIyeHRFZnAyNEFqUlhVODNENjNLbG1KY1diM3JvQ1h6dE9fMVE,English,,2,2016-07-07,Samantha Yates,WTF,why do it keep disconnect and need to be reset and factory reset all the time!?!?!,,
Google Cast,Google Play,com.google.android.apps.chromecast.app,Z3A6QU9xcFRPSGkza3lkb2JNWFpmZ1lNYmxQMWszNFBjY0xPMnZjNG92X19vaGJzRW93NW1CQncycU94clBmQjFMZGcwSGo0MjgxcjBVbmVkQ0htMHBnVUE,English,,2,2016-07-07,Michael Paprota,Google Cast Audio,doesn t work with iheart radio. will connect one out of 50 time if you be lucky,,
Google Cast,Google Play,com.google.android.apps.chromecast.app,Z3A6QU9xcFRPRnJwWVdtMzZIaGdmTlJHQ1Q0bHBocGFHZGItTk9HMjR2bWVzTkZPRF9NYm5fQXZ1NGt4NlhtNnQtM0M0MDR2XzBGbnNNZkludTU2ci1CY2c,English,,1,2016-07-07,lisa steinig,Crappy,can t mirror lately. keep disconnect everything i try and do,,
Google Cast,Google Play,com.google.android.apps.chromecast.app,Z3A6QU9xcFRPSHJXRFVJMmhCWlQ2WjlwVFd5dWlxdGZzQzUzajhTdG84MFBtVURVR3JjY3AzNl9QU0NvYzB2MXZzSlZPR0hpMy1DSWlvczVhbktPWktsY0E,English,,5,2016-07-07,Wayne Spicer,"Chromecast, I haven't had one problem yet with either of the two that I havemaybe it's got problems with internet speed or certain apps?",mine work fine \u0026amp; i normally only run@about 3.5 mbs.?,,
Google Cast,Google Play,com.google.android.apps.chromecast.app,Z3A6QU9xcFRPRUFxUGpwUnhSR2VsWEc4RjdrVDE4YmxDYzFpRjdzTm96VGdXUEY4am1pc3haMzVVR3BfbWNsZHJOYnF6VmpjaUpiZ05kbmU2bkdoV3hBc2c,English,,2,2016-07-07,Kevin Whitfield,,new update suck,,
Google Cast,Google Play,com.google.android.apps.chromecast.app,Z3A6QU9xcFRPR1A2R2dCMWY1Q1l3czBNTnZZVWRmV0tkR2VtdFlIbHF0dUNENm53QzhPdFRtb1lsYmVtR0R1aXM0dVE1QlRNYnQ3MWpIbllseURONUxOSHc,English,,3,2016-07-07,Atswei Gill,,disconnect while stream whenever it feel like it.,,
Google Cast,Google Play,com.google.android.apps.chromecast.app,Z3A6QU9xcFRPSHRXMEJfZnhHRXMzempjNzI3X2UzaWhkclFYUmo2TlpJZzdDTmtGUmJxSnlvV05iWHZHa21aMlVnU0wxWXpVRkRhQjhlaWoxelJRX2VIUGc,English,,5,2016-07-07,Corey Scott,Just what I need to setup.,have everything you need to get everything going. plus some features.,,
Google Cast,Google Play,com.google.android.apps.chromecast.app,Z3A6QU9xcFRPRXR6NVIwN0FObENKc0lTQnlsTC02WGwwSTk0SmhUWUJzekNMNklKSTJGYXlVX1lkakN2cmNOQnZVSmJINUxvWDJDYk90SDhFTkRXMEZZdHc,English,,1,2016-07-07,Robert Moreau,Sucks,suck,,
Google Cast,Google Play,com.google.android.apps.chromecast.app,Z3A6QU9xcFRPRzFSZU1NSTdlRHFSM0c4S1J0d09kelZ3MDNWa0Q1MjVQeTRkeldLbFo0b1BjeTJaVWRwTzI0S3hLdEpjbVhxR0k1dHNCd0xYRGlla1RKZXc,English,,1,2016-07-07,JayR Squeeze,"Sucks, like many of these type of apps there very garbage.",garbage,,
Google Cast,Google Play,com.google.android.apps.chromecast.app,Z3A6QU9xcFRPRkwzWUtCSm9oYVdxYUs4OWVEYmVQejVnSXhnLTktZEVzUHZ0eVZBTkRLT3VrekJycDJnUTZYWmZnWnBlTk81R2twdnAwTGlpMUNreS1nQ3c,English,,4,2016-07-07,DYKW UQUIT,GOOD,so far so good,,
Google Cast,Google Play,com.google.android.apps.chromecast.app,Z3A6QU9xcFRPR2ZNbmplRDY4SUQ3RmdQWG4tOTJJak42amo4UWoyVHMxenoyLXRqQ3ZhU3lYdFJIQ2xPczdoSnRqMmtIRFpTcW5RX2ZKNDduUGRQSDliekE,English,,1,2016-07-07,SOUK TV,Major Failure,i ve buy 5 chromecast device they be all on my network and be all working fine. i ve have no change to my network yet all of a sudden none of them will connect. the show up i push connect and i receive a message say casting have ended. this be some bs google.,,
Google Cast,Google Play,com.google.android.apps.chromecast.app,Z3A6QU9xcFRPR0xuWHBuQWI1bE1EYkt6UmVVSEJKRDRNbXlCYllOd0NSQk9LRWhKYkJiVUE3SlpzcTJNWmtKaFY0dlVBeUEtclV3VlZJTVRFajVaZUgwb0E,English,,1,2016-07-07,Samuel Elia,Only works with youtube now,just have to update to android 6.0.1 and can t use anything but youtube reliably,,
Google Cast,Google Play,com.google.android.apps.chromecast.app,Z3A6QU9xcFRPRUd3eWZscjhTNy1vczR1MlVGM2x2a3NjMWhKOUdPUUxzZXoyN2xmMG14OUtUVTgyY295cHJSdUxLWVhUUWJaVGNwSWV3TnVyejdlTUN3VlE,English,,5,2016-07-07,Pooja Rm,,it be very good for entertainment,,
Google Cast,Google Play,com.google.android.apps.chromecast.app,Z3A6QU9xcFRPRnowOGJQRXFGeEsxMkxaWTNTUVE2YU1VLW9rcnhmU2I5T3VMMTB5UHJkNWdES3ZKek9FM0gyMDd4MzQ5Y2NJOFNoUDYtR1BkTWp1MWhCRlE,English,,3,2016-07-07,LilRask _,I DIDN'T NEED THIS APP TAKING UP SPACE ON MY PHONE...,so i uninstal it \u0026amp; download the pc version with the chrome extension. even though the size of this apk have quadruple over the year take up valuable realestate i haven t see any noticeable difference feature or improvement to the overall casting experience. the pc version do the exact same as this if not more.,,
Google Cast,Google Play,com.google.android.apps.chromecast.app,Z3A6QU9xcFRPR1ZFbi1YV0lUZUtkODFIOW1SUmdoRl9YNjBGdHlMMkdRV2JrMEJrUml0blJKNFRUWlJFdy14QXhsNUJqWG42d2hrSGxMTk9kM2VoZ3lhbmc,English,,5,2016-07-07,Kunal Vaidya,,great,,
Google Cast,Google Play,com.google.android.apps.chromecast.app,Z3A6QU9xcFRPR1R4YUN3anpTaFNXYXNVYks4N3NuLThsY2h4TWFhbmxnanZycnZsb0V5UjJRTkJsM2lyQzRHZ1U2eEtyRnhvU3dub2dFS3JrcWZNMnBsc1E,English,,5,2016-07-07,Jerome Yudiet,Great job,help a lot,,
Google Cast,Google Play,com.google.android.apps.chromecast.app,Z3A6QU9xcFRPSG5WVGx3aFJKdHpVR0hMM19hajdNZWc5bzduUVczaGJEelhCMm50dC1OeXVzU0VTaFg2alpLU3JpNm9zWGN6U3UyXzhxYXMxT183SFJfeXc,English,,4,2016-07-07,Masoud Borzuee,chromecast,perfect,,
Google Cast,Google Play,com.google.android.apps.chromecast.app,Z3A6QU9xcFRPRVVUNVRfSy1tSU5iRE5uRks2OFR4UExCTURZaVYxTUtTUTJ1ZnRpZEh5R0s2TzlrQUpqdEZrdDNfTzRtRlA4VVhxQ1lkWjNEd3QtOG9fSnc,English,,4,2016-07-07,Kevin Giles,Fair,no major issue yet,,
Google Cast,Google Play,com.google.android.apps.chromecast.app,Z3A6QU9xcFRPRzVOZG1fUlhSZFVUUGNjalJ6TWlPazlFSk5SNjhqSm5SLU56djl4RXBHeEdZMjFxTjl6NHZIaFh6TjI1cTBhVXVpTkxYRVpfNnJtOHhQbHc,English,,4,2016-07-07,Evanesa Daniels,Could use an update,i would like to be able to use it on an open wifi network,,
Google Cast,Google Play,com.google.android.apps.chromecast.app,Z3A6QU9xcFRPRml6ME5UZUt2NFNuVlhOOUJpdUR6Ml9TekNnZE53M0lXUTJJQjN6VHRTVVlmcURlUzY3SjR0WGZhc1Z6R2Vrb1NRYlQ0UVVQWVZraEVhUkE,English,,5,2016-07-07,David Roberts,Uii,watch myself play gm s on the tv,,
Google Cast,Google Play,com.google.android.apps.chromecast.app,Z3A6QU9xcFRPSEhaM29TRGJHSTBLRWtReG1FN1pfR3MwZURRTjdxbS05OVZLVnFZNnBhWkdnY3JwTmdxeXBXMkJVTVhGaXpiem5sZHlla1BaNHpiUno5a1E,English,,1,2016-07-07,Jaskaran Singh,No Cast Device Found,unable to cast to chromecast ver. 2.. it say no device find,,
Google Cast,Google Play,com.google.android.apps.chromecast.app,Z3A6QU9xcFRPR3FTTzJOR1JteHlscm0zX2VOZlVCdzZxWGlMSWVnT3lJMXo0ZFVJOGJ5QTFIS0VRRTA0SnRNVU1IZEw0dElUdGRPWkpTZnQ1M0xpR0tFLWc,English,,1,2016-07-07,My Saudi Line,,very bad,,
Google Cast,Google Play,com.google.android.apps.chromecast.app,Z3A6QU9xcFRPRTBFZjl4Z1I1NkVacDdLRUlaTlBYQkczYWZVQWRXRHp2dVB2djc1ZVNpLWN0RUU4R3dQaFk0ZEhvMEtaaDVZTWFHbUhFV0hObThkOXJnaWc,English,,3,2016-07-07,Teodor Radovic,Can't watch  on LG stylo,it keep on lose connection and my phone doesn t recognize it,,
Google Cast,Google Play,com.google.android.apps.chromecast.app,Z3A6QU9xcFRPRWNBUzl4aDBHREpzX3FVZnBQT1hJZVJMa0xjZmEtS3U1a3o5aU5CYy16QVBRNGt4OEpORERvSnY3bkNQT1lsSzdQWjRIZTNzU3dpRmhCS3c,English,,5,2016-07-07,Marcus McCoy,Great,great way to have a smart tv,,
Google Cast,Google Play,com.google.android.apps.chromecast.app,Z3A6QU9xcFRPRUc0Y3ZUazM2QVdkUFdkdG5teko5c2pYM0dFRmxSNTZ3VVQ3X0xiNE1rM0NSUHBtcmVrMnNpMnBXS2lVYUtkTkNkMk1kNUFvUFdrWHdDOXc,English,,3,2016-07-07,Casey Jenkins,Good app.,would be hier if i can use wifi direct.,,
Google Cast,Google Play,com.google.android.apps.chromecast.app,Z3A6QU9xcFRPRTRpME1MMW41eVQ0aDMxa3lLcmRwQjlUNzhNX0RJMWZqUzVIM1E2VnpNN19YZ3JuTDNnTXdxSzdGYXJjSW1nWU9ENEk2NjdFeEtMLVF1R1E,English,,4,2016-07-07,Martin Depper,Works OK.,i m hy with video play but just when play music through android music player why be there a log fire all the time. can t find how to change it!,,
Google Cast,Google Play,com.google.android.apps.chromecast.app,Z3A6QU9xcFRPR0RwdU1Kd0k0bjBJZGFlNUVzWVlSRDFMQ3pjc2xFb0h2dHJzWEp1dGRxbnFCb0tURlA4d29mc19TaFdiaE51X3h5VUdCdTdlUUdGRlVBdXc,English,,3,2016-07-07,Matthew Ritchie,Rating Reduced,so droid maxx 2 chromecast barely work at all. it can screen cast just barely.the cast icon on video via chrome never show up so you can stream it to the device. also netflix doesnt get the icon on this device. i have update play service but nothing seem to work.,,
Google Cast,Google Play,com.google.android.apps.chromecast.app,bGc6QU9xcFRPSE9rSGpmS2R0Y1hDa0I1MWNiaVJLc2tRZ3JNMHNtMlNjdEd3NEZ2UXB1NHU4SDEzRTdwNnNUbXBJWXMzaHF6MVEyR0NnVTZ5NnZ4WHQyTHc,English,,5,2016-07-07,A Google User,Perfect,movie night and showbox here we come,,
Google Cast,Google Play,com.google.android.apps.chromecast.app,Z3A6QU9xcFRPR05vQzNmeUV0TmlmeVZ5VmdsYmlqc1dLbFJZLVA0Z3hiU1dNcm5xdVN6bXREZThnRW1SZGpWQlltdDBNbHhYTmRqOUxaanlwdVUwb2NLaUE,English,,2,2016-07-07,EJ Lillie,Unable to use,doesn t work with the xfinity network. i ll update when i have access to a router,,
Google Cast,Google Play,com.google.android.apps.chromecast.app,Z3A6QU9xcFRPRmYzaHlIaXlrZFhOV1hybHdGU0YyM2xFYWI0azB6OHRqUHYwaGRDQndZZ2o0WmtTby10Q0hQSGswYl9yOVY2OHRFdndNYVN5Z1VJaEE1eEE,English,,4,2016-07-06,josh ford,TV sync,so i just turn on my tv and espn be already playingfor \u0026amp;gt;24hrs. please update so when the tv be power off the chromecast also stops.,,
Google Cast,Google Play,com.google.android.apps.chromecast.app,Z3A6QU9xcFRPSDA0SW82ajEwUXpSeV81U0VHZkZIQ2J0eUR2TG9Ua0FRVExacTROcFRhQ0VzSjVvQUFKdGgzOGpTeGhJTkZiVG42MXVJMjBwOTZzUnE2LVE,English,,2,2016-07-06,ravi kanth,It doesn't work without internet??,why?? used same wifi why internet be need here?? and also should show internet usage statistics.,,
Google Cast,Google Play,com.google.android.apps.chromecast.app,Z3A6QU9xcFRPR0UxaVA2NFk0YndlSGlRaWdzTmNEWkFvZ1N2M3hkZ3BCMGUtOGtrdmJ1Q2hFQi1PNDkxcmVyNWZiN2QtS1ZuZS03SF9yQ1BKTks5ekdzUlE,English,,5,2016-07-06,Debra Shelton,,love it,,
Google Cast,Google Play,com.google.android.apps.chromecast.app,Z3A6QU9xcFRPRWZqT1BkY1hmamV5YzJnRnhCYzFneVBoRmpIdUdnQUdKY3cyWm9zUkVrUGhXWGpocmRkZncyT1JkaS00WU0xWTExN1R2RGZVRzlrb2Z3dWc,English,,1,2016-07-06,jake radanich,Smallest piece of crap ever purchased,i have 2 different chromecast at 2 different house and niether of them work. i ve try with 3 phone to use it but none connect. customer service be a nice waste of 3 hours.,,
Google Cast,Google Play,com.google.android.apps.chromecast.app,Z3A6QU9xcFRPR0FpMjdqU3d4TWtBV1lUMklpUTFZU3o0NW1xSmRxZkJGTlB0RG5RWU9WZE1yYWNtZVdTRGhISVI1b2JrMGFicXFCTjRtWjlGc0tVM0h4RXc,English,,2,2016-07-06,Ashley Brown,Stop working,be able to use but now i can t cast to my tv. i can only disconnect but then it win t disconnect. plz fix,,
Google Cast,Google Play,com.google.android.apps.chromecast.app,Z3A6QU9xcFRPRnpPd2JmRDNTTnNnV3I2bVEzUXBZM2dXZUFtNXBvc281NWk2M1lmTXBmdGFEXzlCN2VwSHRSaGdWWHN5dkIzQ1ZpbUxQY3BzYnNzQ3NrdVE,English,,3,2016-07-06,Theodore Ortmann,HTC 626 issues,the chromecast do what it s intend to do but my desire 626 cannot cast it s screen. i have the option to do it but when i hit connect it immediately disconnected. please help.,,
Google Cast,Google Play,com.google.android.apps.chromecast.app,Z3A6QU9xcFRPRWZ6MHZZM2lpZElLVE5iNjdoSGpERjlHX194d0xKOEhZYWFPdHBrM3JfU05pYU5nVkxUSEdHY28zaDZMUXUtZUk1RzFfbGJlZ2I5cElwWFE,English,,2,2016-07-06,Phyllis Goble,,the best way to watch tv 35.00 with no commercial but chrome need to fix the bug so it will connect better .,,
Google Cast,Google Play,com.google.android.apps.chromecast.app,Z3A6QU9xcFRPRWFwS0k2NnFuV3VvSHVwTFpkbmtaRFlhTTV5N3Nxd3g1LVMzaUhoOElINXFkbUJfaG1XeUdXbUkyVDRiMlFqeFRLdGI2d0FkUWVKZXNFMGc,English,,1,2016-07-06,Apu Layek,Lagging in sharing mobile display HD quality,this s or chrome cast lag when me try to share my mobile display with my lg full hd tv this problem face only when me try to play an full hd or 720p hd quality video playing but in case of low quality video its smooth and no lag me usee 1st generation chromecast device ..,,
